gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability
1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0,0,0.043927504602816185
1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,264.8,1,0.8695471997229056
0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,4707.85,0,0.024469907680894562
1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4,0,0.042523132084717814
0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,958.1,0,0.013228036801225664
1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,943.0,0,0.022701256428252194
0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15,1,0.30924867571885667
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,2200.25,1,0.7774443650818801
1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,425.1,0,0.24505186696449494
1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75,1,0.9775466593094754
0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,0,0.19821311078054543
1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55,0,0.05991836788636332
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,0,0.6406078286302952
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7,1,0.41832629246022374
1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,0,0.014708252685892003
0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,417.75,0,0.7170373730687556
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4,0,0.005813494522488048
0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,0,0.09550963990255132
1,0,1,0,52,1,2,0,0,2,0,2,0,0,0,0,0,61.35,3169.55,0,0.03552536130343944
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,0,0.14251517978854855
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,0,0.002757017827493768
1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,1,1,54.75,438.05,0,0.23518820338557722
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9,0,0.003338242778592332
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,323.15,0,0.12612315351233402
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,0,0.2108462973140507
0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,163.7,0,0.76903895323765
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,639.65,1,0.37420689656956996
0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,0,0.13030296247575351
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,0,0.00900378223740222
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,0,0.8872637883830915
0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15,0,0.7794037701961292
1,0,1,0,30,1,2,0,0,0,0,0,0,0,0,0,2,49.9,1441.95,0,0.10515930901553171
1,0,0,0,31,1,2,0,0,2,0,2,2,0,0,1,2,71.05,2168.15,0,0.13302711091295488
0,0,0,0,45,1,0,0,2,0,2,2,2,2,2,0,0,81.65,3618.7,0,0.010234675853126209
1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,5692.65,0,0.05478293955021414
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,59.85,1,0.7372651193111306
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1,0.8608061387864208
1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,0,0.13964842517160553
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.05,19.05,0,0.11018234141061427
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8,1,0.7163641102222309
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,0,0.009665286422078801
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5,1,0.2944158323609451
0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,313.45,0,0.3382651173688066
0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95,0,0.0724864249022519
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1,0.847480000153314
1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,0,0.05309265012747561
1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,0,0.3014543385201715
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,183.75,1,0.8219387473990144
1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1583.5,0,0.020167949578765495
0,0,1,0,41,1,0,1,2,2,2,0,2,2,1,1,0,104.45,4162.05,0,0.221862414515734
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1119.9,0,0.0057113026607672835
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55,0,0.019431679078217006
0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,264.85,1,0.930449582206465
0,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1102.4,0,0.011123856751884287
1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,0,0.5416972182818695
0,0,0,0,50,1,0,1,0,0,2,2,0,2,2,1,0,89.7,4304.5,0,0.021514847560340424
1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,1178.4,1,0.6804470543690042
1,0,1,0,27,1,0,0,2,0,0,0,0,0,1,0,1,48.7,1421.75,0,0.055318429578338574
0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,6827.5,0,0.005543960019265658
1,0,0,0,62,1,0,0,2,2,0,0,2,2,1,1,1,74.3,4698.05,0,0.06306508428144345
0,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,2,54.3,654.5,0,0.3006560804317993
0,1,0,0,44,1,0,0,0,0,2,2,2,2,1,0,0,74.85,3268.05,0,0.03219842396791307
1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,4362.05,0,0.010717666883614821
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1386.9,0,0.004427126269005381
1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,0,3,19.4,415.4,0,0.05545298992271401
1,0,1,1,50,1,2,0,0,0,2,0,0,0,1,0,0,54.9,2614.1,0,0.0329660764710836
1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1513.6,0,0.023896321471842487
1,0,1,1,35,1,2,1,0,2,0,0,2,0,0,1,0,89.65,3161.6,0,0.1544534312339463
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.4,80.95,0,0.4534826237045293
1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,4676.7,0,0.022025278110904413
0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,6526.65,0,0.29957121386382174
0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,1,3,20.55,583.3,0,0.009614248614028598
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8078.1,0,0.01633813647543396
0,0,0,0,63,1,0,0,0,0,2,0,0,2,1,0,1,58.55,3503.5,0,0.020976134060279
1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,6669.45,0,0.16706863921342943
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,4689.5,1,0.5785293969176775
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,1201.15,1,0.69412673197062
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,143.65,1,0.68487762286563
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.35,1292.65,0,0.001488409839748936
1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,48.75,0,0.5599809658193745
1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,109.05,7108.2,0,0.16345624264667608
1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1802.55,0,0.0021671125354344642
0,0,0,0,28,1,2,0,0,0,0,2,0,0,0,1,1,54.9,1505.15,0,0.14588661557056146
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1859.1,0,0.003903666243124706
0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,168.5,0,0.6076528924122045
0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,390.85,1,0.07787948815804631
1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,6339.45,0,0.264152698475537
0,1,0,0,26,1,2,0,0,0,0,2,0,2,0,1,2,66.05,1652.4,0,0.20982591534800002
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1,0.8190384091621331
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,77.5,1,0.2095420262465003
1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,6392.85,0,0.015102110859376223
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,3264.5,1,0.35563834140330125
0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,4599.15,0,0.2941041480094507
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1134.25,0,0.007689493845645285
1,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1621.35,0,0.2452652776789582
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,947.3,1,0.4088877355178699
0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2722.2,0,0.05252598477234201
1,0,1,1,42,1,2,0,2,2,0,0,2,0,0,1,0,69.4,3058.3,0,0.057643689439988724
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1769.6,0,0.0020837799677914876
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,3,91.05,6293.75,0,0.006129993260685586
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1761.05,1,0.5081337329089153
0,0,1,0,23,1,2,0,0,0,0,2,2,2,0,1,1,73.65,1642.75,0,0.19498529067494785
0,0,0,0,30,1,0,2,1,1,1,1,1,1,2,0,1,19.4,578.5,0,0.004473172822148158
1,0,0,0,35,1,2,2,1,1,1,1,1,1,1,0,0,26.2,954.9,0,0.051327272087391795
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,973.25,1,0.8783219025495341
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43.85,43.85,0,0.5279960908894199
1,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,3,69.7,1490.4,0,0.229037719310943
1,0,1,1,7,0,1,0,2,2,2,0,0,0,2,0,3,38.55,280.0,0,0.025844746332557872
0,0,0,0,36,0,1,0,2,2,2,2,0,2,2,1,3,53.1,1901.25,0,0.015626100032390233
0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.65,716.4,0,0.029958352651348007
1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,4720.0,0,0.012183142712737094
1,0,1,1,36,1,2,2,1,1,1,1,1,1,2,0,1,25.1,930.95,0,0.015119663705825497
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,76.35,1,0.8327763783248866
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1676.95,1,0.49772789555354835
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2642.05,1,0.6739064524523708
0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,6770.85,0,0.03723265639340361
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1835.3,0,0.3534650053296069
1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1588.25,0,0.2616954764871163
1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,75.5,0,0.2929777558020661
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19.7,258.35,0,0.0042576931977997045
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1502.25,0,0.0021973255435876354
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2,0,0.11018234141061427
1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,6929.4,0,0.05985400325741274
1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,4453.3,0,0.06997230128651998
0,0,1,1,61,0,1,0,0,2,2,2,2,0,2,0,1,51.35,3244.4,0,0.011454413266768632
0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,45.65,323.45,0,0.3523630307938994
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2661.1,1,0.5931333970041371
0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2697.4,1,0.5394067480475349
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,1424.5,1,0.38350281657825847
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1401.15,0,0.001530286688631138
0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1739.6,0,0.15680685433191266
1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,5931.0,0,0.39500086159622216
0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,2333.85,0,0.059457953122925546
1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,949.85,0,0.041225019047981745
1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,572.45,0,0.6609867051966903
1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,696.8,0,0.004693052676635617
0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,1381.8,0,0.16235377226959838
1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,2572.95,1,0.6473619880615937
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,47.95,0,0.39991904332266565
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,45.1,1,0.7556098050198649
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.0,45.0,0,0.5969148909528563
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,2122.45,1,0.4042922674620745
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,20.05,1,0.07011085852348617
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4931.8,0,0.45024084319767427
0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,116.95,0,0.0326155400071753
1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95,1,0.3152620514546939
0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,1261.7,0,0.03608320182562548
1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,3273.8,0,0.2041017567350654
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1415.85,0,0.002877340218473632
1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3958.2,0,0.04611828160299201
1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2492.25,0,0.10491637983434497
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,18.8,279.2,0,0.006739294609227245
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1083.0,0,0.004507014662132427
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,755.5,0,0.004951401617222645
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,402.6,1,0.5039165670978996
0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,3252.0,0,0.26484364173492914
0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,68.75,1,0.777233236516666
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2,1,0.5662701402934857
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,45.15,1,0.5702836685308625
1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,43.3,1,0.9663645483985305
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.1,936.85,0,0.006980427674250522
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,2250.65,1,0.34345481737020106
0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3857.1,0,0.02544178264012207
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,1441.1,1,0.4161283644134585
1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,4338.6,1,0.5254580207977935
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,1378.45,0,0.0057544474357539436
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,45.95,1,0.6162360530758978
0,1,0,0,52,0,1,0,0,2,2,2,2,0,0,1,2,50.5,2566.3,0,0.1563702106415884
1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,171.0,0,0.03087272232872792
0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,1597.4,0,0.07780898217597029
1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35,0,0.33374603324387414
0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,6721.6,0,0.08827424318203966
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,247.25,1,0.5917011470393446
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,44.05,0,0.5279960908894199
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1734.65,0,0.0037088291290417763
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,45.55,0,0.5774584785676654
0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,93.8,4539.35,0,0.22528941685429696
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,804.25,0,0.024077673996464145
0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,5011.15,0,0.0055911017755209715
0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3574.5,0,0.025652512164787217
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,8086.4,0,0.019641678506492077
1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,4563.0,0,0.38152660452328446
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,6362.35,0,0.006776283800924921
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,67.1,0,0.13490821935280625
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,70.05,1,0.8367646227564266
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,165.45,1,0.8814026330749821
1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,1156.55,0,0.23442122133645854
1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1834.15,0,0.08789054089050662
0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,3653.35,1,0.11840174818964214
1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,1477.65,0,0.0313632862911403
1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1706.45,0,0.06030497830227324
1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,3953.7,0,0.003555052107459612
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,1194.3,1,0.43736474640633105
0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,55.8,1327.85,0,0.05377352931693301
1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,419.7,0,0.24017510773706965
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,21.0,1,0.5730858419417899
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,45.1,1,0.7701913251950261
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,207.35,0,0.42352648577300667
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,1083.7,0,0.175006783903663
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,2007.85,0,0.2989853724610523
1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5882.75,0,0.01505191775983317
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2657.55,0,0.0840062762588391
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,1527.5,1,0.1967954236933355
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,378.4,1,0.6847085015148638
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1612.2,0,0.30718468722143266
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,76.65,0,0.012634760129494799
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,260.7,0,0.029375937685707613
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,6441.85,0,0.003694332743617149
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,266.8,0,0.744039116366392
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,5124.6,1,0.3163277226012548
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,962.25,0,0.026841688777786123
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,1382.9,0,0.06610944115873674
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,571.05,0,0.2707971121299859
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,1399.35,0,0.008134320427971842
1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,150.0,0,0.017962740591461763
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,167.2,0,0.2927357897799235
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,7657.4,0,0.008321714861280492
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05,0,0.017841930156634555
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,6153.85,0,0.19097801495019365
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,174.2,0,0.5686351191280038
1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,1269.6,0,0.10517767275561193
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3862.55,1,0.5044371497885186
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,6352.4,0,0.0053250429202727975
1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,1348.5,0,0.09377608280799316
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,50.9,1,0.7662832679446676
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,471.55,0,0.07315823078290969
1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,5931.75,0,0.028748715268082252
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,1404.65,0,0.15007384882902025
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,0,0.020090819711720536
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6,0,0.3423220444332226
0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,4194.85,0,0.01208248274337773
1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4872.45,1,0.6853352176776049
1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,5118.95,1,0.7257022558806758
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,658.95,1,0.02927946947507364
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,81.05,0,0.6082967873831597
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,76.95,0,0.21472189614748408
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,5809.75,0,0.1980801162531237
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,0,0.3696509793792808
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9,0,0.022093540189909094
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,246.5,1,0.42183426679837616
0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,996.95,0,0.023719545417125863
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,3145.15,0,0.014007630831342113
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,265.3,0,0.002982295926060817
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,0,0.35236219502242827
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05,0,0.26323494571052164
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,4576.3,0,0.05279425545559291
1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,189.1,0,0.35340624946746896
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,908.15,0,0.006270132238378573
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8,0,0.269472116010483
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,215.2,1,0.3283198983598875
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1500.95,0,0.0018219167961015584
1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,5099.15,0,0.28843664284144616
0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95,0,0.06277838367160428
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,159.45,1,0.7583494502098188
1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6885.75,0,0.16781892345836794
1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,5940.85,1,0.32488278235698503
1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,668.85,0,0.17558464645824756
0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1916.2,0,0.27969356644978294
